Nama Petshop,Alamat,No WA,Mitra,Kota,Google Maps Link,Latitude,Longitude,Distributor,Kurir
Amelys Petshop Ponorogo Jatim,Ponorogo,6282230444477,Tidak,Ponorogo,https://www.google.com/maps/search/?api=1&query=Amelys%20Petshop%20Ponorogo%20Jatim%20Ponorogo,-7.8667,111.4667,Pusat,
Amigos PetCare Dan Petshop Boyolali,Boyolali,6281334255255,Tidak,Boyolali,https://www.google.com/maps/search/?api=1&query=Amigos%20PetCare%20Dan%20Petshop%20Boyolali%20Boyolali,-7.5333,110.6,Pusat,
Amore Saire Petshop Solo Jateng,Surakarta,6287835559319,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Amore%20Saire%20Petshop%20Solo%20Jateng%20Surakarta,-7.5667,110.8167,Pusat,
AN Petshop & Grooming Center Bekasi,Bekasi,628989725116,Tidak,Bekasi,https://www.google.com/maps/search/?api=1&query=AN%20Petshop%20%26%20Grooming%20Center%20Bekasi%20Bekasi,-6.2383,106.9756,Pusat,
Anabul Petshop Bogor,Bogor,6289517786602,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Anabul%20Petshop%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Anabul Petshop Karanganyar Solo,Karanganyar,628112640455,Tidak,Karanganyar,https://www.google.com/maps/search/?api=1&query=Anabul%20Petshop%20Karanganyar%20Solo%20Karanganyar,-7.63,110.95,Pusat,
Anabul Petshop Sidoarjo,Sidoarjo,6282182744464,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Anabul%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Anabulku Petshop Banjarmasin,Banjarmasin,6287836360220,Tidak,Banjarmasin,https://www.google.com/maps/search/?api=1&query=Anabulku%20Petshop%20Banjarmasin%20Banjarmasin,-3.3167,114.59,Pusat,
Anabull Petshop Garut,Garut,6282119628110,Tidak,Garut,https://www.google.com/maps/search/?api=1&query=Anabull%20Petshop%20Garut%20Garut,-7.2278,107.9,Pusat,
Anda Petshop Pasuruan,Pasuruan,62895602010727,Tidak,Pasuruan,https://www.google.com/maps/search/?api=1&query=Anda%20Petshop%20Pasuruan%20Pasuruan,-7.6433,112.9075,Pusat,
Andi Srjd Petshop Bandung,Bandung,6281214752328,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Andi%20Srjd%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Andifa Vet Clinic Jakarta Selatan,Jakarta Selatan,6282122211918,Tidak,Jakarta Selatan,https://www.google.com/maps/search/?api=1&query=Andifa%20Vet%20Clinic%20Jakarta%20Selatan%20Jakarta%20Selatan,-6.261493,106.8106,Pusat,
Aneka Jaya Petshop Lampung,Lampung,6281274803878,Tidak,Lampung,https://www.google.com/maps/search/?api=1&query=Aneka%20Jaya%20Petshop%20Lampung%20Lampung,-5.3972,105.2667,Pusat,
Aneka Petshop Magelang Jateng,Magelang,6287859299233,Tidak,Magelang,https://www.google.com/maps/search/?api=1&query=Aneka%20Petshop%20Magelang%20Jateng%20Magelang,-7.4722,110.2197,Pusat,
Angel's Petshop Pamulang Tangerang,Tangerang,62816800973,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Angel's%20Petshop%20Pamulang%20Tangerang%20Tangerang,-6.1783,106.6319,Pusat,
Animal Care Clinic Cianjur,Cianjur,6287721101364,Tidak,Cianjur,https://www.google.com/maps/search/?api=1&query=Animal%20Care%20Clinic%20Cianjur%20Cianjur,-6.8203,107.1422,Pusat,
Animal Lovers Petshop Denpasar Bali,Denpasar,6283614717047,Tidak,Denpasar,https://www.google.com/maps/search/?api=1&query=Animal%20Lovers%20Petshop%20Denpasar%20Bali%20Denpasar,-8.65,115.2167,Pusat,
Animal Petshop Makassar Sulsel,Macassar,6281246479684,Tidak,Macassar,https://www.google.com/maps/search/?api=1&query=Animal%20Petshop%20Makassar%20Sulsel%20Macassar,-5.1478,119.4328,Pusat,
Animal Petshop Ponorogo,Ponorogo,6282244339992,Tidak,Ponorogo,https://www.google.com/maps/search/?api=1&query=Animal%20Petshop%20Ponorogo%20Ponorogo,-7.8667,111.4667,Pusat,
Animal World Petshop Sukoharjo Jateng,Sukoharjo,622712057699,Tidak,Sukoharjo,https://www.google.com/maps/search/?api=1&query=Animal%20World%20Petshop%20Sukoharjo%20Jateng%20Sukoharjo,-7.6833,110.8333,Pusat,
Animalia Petshop Martapura Kalsel,Martapura,6281399124008,Tidak,Martapura,https://www.google.com/maps/search/?api=1&query=Animalia%20Petshop%20Martapura%20Kalsel%20Martapura,-3.4167,114.85,Pusat,
Animalia Petshop Tulungagung Jatim,Tulungagung,6281334276774,Tidak,Tulungagung,https://www.google.com/maps/search/?api=1&query=Animalia%20Petshop%20Tulungagung%20Jatim%20Tulungagung,-8.0667,111.9,Pusat,
Animalova Sleman,Sleman,6281227288088,Tidak,Sleman,https://www.google.com/maps/search/?api=1&query=Animalova%20Sleman%20Sleman,-7.7214,110.3644,Pusat,
Animals Petshop Samarinda,Samarinda,6289501040959,Tidak,Samarinda,https://www.google.com/maps/search/?api=1&query=Animals%20Petshop%20Samarinda%20Samarinda,-0.5022,117.1536,Pusat,
Animaxx Petshop Depok,Depok,6285212560828,Tidak,Depok,https://www.google.com/maps/search/?api=1&query=Animaxx%20Petshop%20Depok%20Depok,-6.4025,106.7942,Pusat,
AnimMoLL Petshop Madiun Jatim,Madiun,6281335504001,Tidak,Madiun,https://www.google.com/maps/search/?api=1&query=AnimMoLL%20Petshop%20Madiun%20Jatim%20Madiun,-7.6298,111.5243,Pusat,
Anta Petshop Bandung,Bandung,6281323673200,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Anta%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Antique Petshop Tasikmalaya,Tasikmalaya,6289526677677,Tidak,Tasikmalaya,https://www.google.com/maps/search/?api=1&query=Antique%20Petshop%20Tasikmalaya%20Tasikmalaya,-7.3274,108.2207,Pusat,
Anugerah Satwa Petshop Tangerang,Tangerang,6281390090040,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Anugerah%20Satwa%20Petshop%20Tangerang%20Tangerang,-6.1783,106.6319,Pusat,
Anugrah Jaya Petshop Banyuwangi,Banyuwangi,6285335106426,Tidak,Banyuwangi,https://www.google.com/maps/search/?api=1&query=Anugrah%20Jaya%20Petshop%20Banyuwangi%20Banyuwangi,-8.2174,114.3678,Pusat,
AO Petshop Bogor 1,Bogor,6281382830992,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=AO%20Petshop%20Bogor%201%20Bogor,-6.5971,106.806,Pusat,
APB Antasari Petshop Samarinda,Samarinda,6281253321845,Tidak,Samarinda,https://www.google.com/maps/search/?api=1&query=APB%20Antasari%20Petshop%20Samarinda%20Samarinda,-0.5022,117.1536,Pusat,
APB Petshop Samarinda,Samarinda,6281277446540,Tidak,Samarinda,https://www.google.com/maps/search/?api=1&query=APB%20Petshop%20Samarinda%20Samarinda,-0.5022,117.1536,Pusat,
Arcapada Petshop Tabanan Bali,Tabanan,6287862444411,Tidak,Tabanan,https://www.google.com/maps/search/?api=1&query=Arcapada%20Petshop%20Tabanan%20Bali%20Tabanan,-8.45,115.1333,Pusat,
ardaniayra Karawang Petshop,Karawang,6281291983929,Tidak,Karawang,https://www.google.com/maps/search/?api=1&query=ardaniayra%20Karawang%20Petshop%20Karawang,-6.3,107.3,Pusat,
Are Petshop & Klinik Hewan Bogor,Bogor,6281219270270,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Are%20Petshop%20%26%20Klinik%20Hewan%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Arisoni Petshop Pare Pare Sulsel,Pare,62882019279809,Tidak,Pare,https://www.google.com/maps/search/?api=1&query=Arisoni%20Petshop%20Pare%20Pare%20Sulsel%20Pare,-4.0133,119.625,Pusat,
Arizona Petshop Pacitan,Pacitan,6281392578669,Tidak,Pacitan,https://www.google.com/maps/search/?api=1&query=Arizona%20Petshop%20Pacitan%20Pacitan,-8.2,111.1167,Pusat,
Arsaa Pet Care Trenggalek,Trenggalek,6283845479787,Tidak,Trenggalek,https://www.google.com/maps/search/?api=1&query=Arsaa%20Pet%20Care%20Trenggalek%20Trenggalek,-8.05,111.7,Pusat,
Arsn Petshop Grosir,Arsn,6282211116003,Tidak,Arsn,https://www.google.com/maps/search/?api=1&query=Arsn%20Petshop%20Grosir%20Arsn,,,Pusat,
Artzimar Petshop Bogor,Bogor,628111110387,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Artzimar%20Petshop%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Ary Petshop Sidoarjo,Sidoarjo,6285850138229,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Ary%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
ARY WIBOWO Petshop Solo,Surakarta,6285642091342,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=ARY%20WIBOWO%20Petshop%20Solo%20Surakarta,-7.5667,110.8167,Pusat,
Arza Petshop Sumedang,Sumedang,6282158460100,Tidak,Sumedang,https://www.google.com/maps/search/?api=1&query=Arza%20Petshop%20Sumedang%20Sumedang,-6.85,107.9167,Pusat,
Astro Petshop Surabaya Jatim,Surabaya,6285755003297,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Astro%20Petshop%20Surabaya%20Jatim%20Surabaya,-7.2575,112.7521,Pusat,
Astro Vet Bogor,Bogor,62811168768,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Astro%20Vet%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Asuko Petshop Surabaya,Surabaya,62818334488,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Asuko%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Aulia Petshop Bojonegoro Jatim,Bojonegoro,6282340290128,Tidak,Bojonegoro,https://www.google.com/maps/search/?api=1&query=Aulia%20Petshop%20Bojonegoro%20Jatim%20Bojonegoro,-7.15,111.8833,Pusat,
Awal Petshop & Care Wajo Sulsel,Wajo,6285242454622,Tidak,Wajo,https://www.google.com/maps/search/?api=1&query=Awal%20Petshop%20%26%20Care%20Wajo%20Sulsel%20Wajo,-4.1167,120.1333,Pusat,
Aziy's Petshop Sidoarjo,Sidoarjo,6281222295585,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Aziy's%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Azria Vetcare&Petcare Lamongan,Lamongan,6281259391139,Tidak,Lamongan,https://www.google.com/maps/search/?api=1&query=Azria%20Vetcare%26Petcare%20Lamongan%20Lamongan,-7.12,112.415,Pusat,
Azzam Petshop Makasar Aksa,Makasar,6287841761555,Tidak,Makasar,https://www.google.com/maps/search/?api=1&query=Azzam%20Petshop%20Makasar%20Aksa%20Makasar,,,Pusat,
Baba Petshop Kendari,Kendari,6285340118837,Tidak,Kendari,https://www.google.com/maps/search/?api=1&query=Baba%20Petshop%20Kendari%20Kendari,-3.9722,122.5144,Pusat,
Bahagia Petshop Jimbaran Bali,Jimbaran,6281999122025,Tidak,Jimbaran,https://www.google.com/maps/search/?api=1&query=Bahagia%20Petshop%20Jimbaran%20Bali%20Jimbaran,,,Pusat,
Bahagia Petshop Nusa Dua Bali,Dua,6282147705665,Tidak,Dua,https://www.google.com/maps/search/?api=1&query=Bahagia%20Petshop%20Nusa%20Dua%20Bali%20Dua,,,Pusat,
Bahagia Petshop Pakerisan Bali,Pakerisan,6287829975387,Tidak,Pakerisan,https://www.google.com/maps/search/?api=1&query=Bahagia%20Petshop%20Pakerisan%20Bali%20Pakerisan,,,Pusat,
Bahagia Petshop Purigading,Purigading,628113837705,Tidak,Purigading,https://www.google.com/maps/search/?api=1&query=Bahagia%20Petshop%20Purigading%20Purigading,,,Pusat,
Bahagia Petshop Sesetan Bali,Sesetan,6281999122034,Tidak,Sesetan,https://www.google.com/maps/search/?api=1&query=Bahagia%20Petshop%20Sesetan%20Bali%20Sesetan,,,Pusat,
Bahagia Petshop Tuban Bali,Tuban,628999122023,Tidak,Tuban,https://www.google.com/maps/search/?api=1&query=Bahagia%20Petshop%20Tuban%20Bali%20Tuban,-6.9,112.0667,Pusat,
Bahagia Petshop Yeh Aya Bali,Aya,6281779975388,Tidak,Aya,https://www.google.com/maps/search/?api=1&query=Bahagia%20Petshop%20Yeh%20Aya%20Bali%20Aya,-7.2575,112.7521,Pusat,
Bali Petshop,Jakarta Pusat,6281237131463,Tidak,Jakarta Pusat,https://www.google.com/maps/search/?api=1&query=Bali%20Petshop%20Jakarta%20Pusat,-6.186481,106.834091,Pusat,
Bali Petshop Denpasar Utara Bali,Denpasar,6282185318404,Tidak,Denpasar,https://www.google.com/maps/search/?api=1&query=Bali%20Petshop%20Denpasar%20Utara%20Bali%20Denpasar,-8.65,115.2167,Pusat,
Bali Petshop Kendari Sulteng,Kendari,6281369827872,Tidak,Kendari,https://www.google.com/maps/search/?api=1&query=Bali%20Petshop%20Kendari%20Sulteng%20Kendari,-3.9722,122.5144,Pusat,
Balikpapan Petshop,Balikpapan,628123592359,Tidak,Balikpapan,https://www.google.com/maps/search/?api=1&query=Balikpapan%20Petshop%20Balikpapan,-1.265,116.83,Pusat,
Bara Petshop Banjarnegara Jawa Tengah,Banjarnegara,628112617484,Tidak,Banjarnegara,https://www.google.com/maps/search/?api=1&query=Bara%20Petshop%20Banjarnegara%20Jawa%20Tengah%20Banjarnegara,,,Pusat,
Basmallah Petshop Surabaya,Surabaya,6282211117749,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Basmallah%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Batu Petshop Jatim,Batu,6285331883934,Tidak,Batu,https://www.google.com/maps/search/?api=1&query=Batu%20Petshop%20Jatim%20Batu,-7.8833,112.5167,Pusat,
Bayangkara Petshop Mojokerto,Mojokerto,6285102157979,Tidak,Mojokerto,https://www.google.com/maps/search/?api=1&query=Bayangkara%20Petshop%20Mojokerto%20Mojokerto,-7.4722,112.4381,Pusat,
BB Petshop Tajur BOGOR,Bogor,6287870429699,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=BB%20Petshop%20Tajur%20BOGOR%20Bogor,-6.5971,106.806,Pusat,
BBB Petshop Jakarta,Jakarta,628975091173,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=BBB%20Petshop%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
Bebe Petshop & Grooming Jakarta Selatan,Jakarta Selatan,6281219069157,Tidak,Jakarta Selatan,https://www.google.com/maps/search/?api=1&query=Bebe%20Petshop%20%26%20Grooming%20Jakarta%20Selatan%20Jakarta%20Selatan,-6.261493,106.8106,Pusat,
Beepetmart Petshop Abdesir Makassar,Macassar,6282311112254,Tidak,Macassar,https://www.google.com/maps/search/?api=1&query=Beepetmart%20Petshop%20Abdesir%20Makassar%20Macassar,-5.1478,119.4328,Pusat,
Belang Tiga Petshop Pasuruan,Pasuruan,6281357562778,Tidak,Pasuruan,https://www.google.com/maps/search/?api=1&query=Belang%20Tiga%20Petshop%20Pasuruan%20Pasuruan,-7.6433,112.9075,Pusat,
Berkah Petshop Batang,Batang,6285700244167,Tidak,Batang,https://www.google.com/maps/search/?api=1&query=Berkah%20Petshop%20Batang%20Batang,-6.9083,109.7278,Pusat,
Berkah Petshop Jogja,Yogyakarta,6287839274252,Tidak,Yogyakarta,https://www.google.com/maps/search/?api=1&query=Berkah%20Petshop%20Jogja%20Yogyakarta,,,Pusat,
Berniss Petshop Bandung,Bandung,6281313666691,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Berniss%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Betty Petshop Kediri,Kediri,628978888006,Tidak,Kediri,https://www.google.com/maps/search/?api=1&query=Betty%20Petshop%20Kediri%20Kediri,-7.8167,112.0167,Pusat,
Beyan Petshop Tulungagung Jatim,Tulungagung,6285730553000,Tidak,Tulungagung,https://www.google.com/maps/search/?api=1&query=Beyan%20Petshop%20Tulungagung%20Jatim%20Tulungagung,-8.0667,111.9,Pusat,
Bi Petshop & Vet Care Bogor,Bogor,6281210008967,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Bi%20Petshop%20%26%20Vet%20Care%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Big Family Petshop Solo,Surakarta,628172838889,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Big%20Family%20Petshop%20Solo%20Surakarta,-7.5667,110.8167,Pusat,
Big Family Petshop Sukoharjo Jateng,Sukoharjo,62271623086,Tidak,Sukoharjo,https://www.google.com/maps/search/?api=1&query=Big%20Family%20Petshop%20Sukoharjo%20Jateng%20Sukoharjo,-7.6833,110.8333,Pusat,
Big Paw Petshop Jambi,Jambi,6285366445888,Tidak,Jambi,https://www.google.com/maps/search/?api=1&query=Big%20Paw%20Petshop%20Jambi%20Jambi,-1.61,103.61,Pusat,
Bigboss Petshop Klaten,Klaten,628118751925,Tidak,Klaten,https://www.google.com/maps/search/?api=1&query=Bigboss%20Petshop%20Klaten%20Klaten,-7.7028,110.6031,Pusat,
Billy Petshop Bogor,Bogor,6281320222201,Tidak,Bogor,https://www.google.com/maps/search/?api=1&query=Billy%20Petshop%20Bogor%20Bogor,-6.5971,106.806,Pusat,
Bima Petshop Kesambi Cirebon Jabar,Cirebon,6281313135557,Tidak,Cirebon,https://www.google.com/maps/search/?api=1&query=Bima%20Petshop%20Kesambi%20Cirebon%20Jabar%20Cirebon,-6.732,108.552,Pusat,
Bimaraya Petshop Bekasi,Bekasi,6281218932391,Tidak,Bekasi,https://www.google.com/maps/search/?api=1&query=Bimaraya%20Petshop%20Bekasi%20Bekasi,-6.2383,106.9756,Pusat,
Bintang Vet Clinic Jakarta,Jakarta,6281511130293,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=Bintang%20Vet%20Clinic%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
BKM Petshop Depok,Depok,6289661190999,Tidak,Depok,https://www.google.com/maps/search/?api=1&query=BKM%20Petshop%20Depok%20Depok,-6.4025,106.7942,Pusat,
Bless Vet Clinic Jakarta,Jakarta,6287889844649,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=Bless%20Vet%20Clinic%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
Blessing Petshop Jember 1,Jember,628113660330,Tidak,Jember,https://www.google.com/maps/search/?api=1&query=Blessing%20Petshop%20Jember%201%20Jember,-8.1724,113.6983,Pusat,
Blessy Petshop Jakbar,Jakarta Barat,6285218168818,Tidak,Jakarta Barat,https://www.google.com/maps/search/?api=1&query=Blessy%20Petshop%20Jakbar%20Jakarta%20Barat,-6.168329,106.75885,Pusat,
Bloom Bloom Petshop Klaten Jateng,Klaten,628882917218,Tidak,Klaten,https://www.google.com/maps/search/?api=1&query=Bloom%20Bloom%20Petshop%20Klaten%20Jateng%20Klaten,-7.7028,110.6031,Pusat,
Blupoint Pet Direct Petshop Jogja Sleman DIY,Sleman,6281905556349,Tidak,Sleman,https://www.google.com/maps/search/?api=1&query=Blupoint%20Pet%20Direct%20Petshop%20Jogja%20Sleman%20DIY%20Sleman,-7.7214,110.3644,Pusat,
Boba Petshop Klaten,Klaten,628989366986,Tidak,Klaten,https://www.google.com/maps/search/?api=1&query=Boba%20Petshop%20Klaten%20Klaten,-7.7028,110.6031,Pusat,
Bona Petshop Manado,Manado,6285894362822,Tidak,Manado,https://www.google.com/maps/search/?api=1&query=Bona%20Petshop%20Manado%20Manado,1.4889,124.8436,Pusat,
Boncel Petshop Samarinda,Samarinda,6282233707928,Tidak,Samarinda,https://www.google.com/maps/search/?api=1&query=Boncel%20Petshop%20Samarinda%20Samarinda,-0.5022,117.1536,Pusat,
Bonchel Petshop Surabaya,Surabaya,6282280803791,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Bonchel%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
Bonek Petshop Surabaya,Surabaya,6285732105414,Tidak,Surabaya,https://www.google.com/maps/search/?api=1&query=Bonek%20Petshop%20Surabaya%20Surabaya,-7.2575,112.7521,Pusat,
BooBoo Petshop Sulawesi Utara,Sulawesi,6282344072820,Tidak,Sulawesi,https://www.google.com/maps/search/?api=1&query=BooBoo%20Petshop%20Sulawesi%20Utara%20Sulawesi,,,Pusat,
Boonie Petshop Solo Jateng,Surakarta,6281226560086,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Boonie%20Petshop%20Solo%20Jateng%20Surakarta,-7.5667,110.8167,Pusat,
Bosbulu Petshop Sidoarjo,Sidoarjo,6281357595479,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Bosbulu%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Brown Petshop Yogyakarta,Brown,6285601012496,Tidak,Brown,https://www.google.com/maps/search/?api=1&query=Brown%20Petshop%20Yogyakarta%20Brown,,,Pusat,
Bruno Petshop Magetan Jawa Timur,Magetan,6287846770264,Tidak,Magetan,https://www.google.com/maps/search/?api=1&query=Bruno%20Petshop%20Magetan%20Jawa%20Timur%20Magetan,-7.65,111.3333,Pusat,
Bu Hana Omah Petshop Sukoharjo,Sukoharjo,6285647315666,Tidak,Sukoharjo,https://www.google.com/maps/search/?api=1&query=Bu%20Hana%20Omah%20Petshop%20Sukoharjo%20Sukoharjo,-7.6833,110.8333,Pusat,
Bu Nonie Petshop Jaksel,Jakarta Selatan,6287876737979,Tidak,Jakarta Selatan,https://www.google.com/maps/search/?api=1&query=Bu%20Nonie%20Petshop%20Jaksel%20Jakarta%20Selatan,-6.261493,106.8106,Pusat,
Bubble Petshop Probolinggo,Probolinggo,6282338784500,Tidak,Probolinggo,https://www.google.com/maps/search/?api=1&query=Bubble%20Petshop%20Probolinggo%20Probolinggo,-7.75,113.2167,Pusat,
Bubu Petshop Batang Jawa Tengah,Batang,6285229229416,Tidak,Batang,https://www.google.com/maps/search/?api=1&query=Bubu%20Petshop%20Batang%20Jawa%20Tengah%20Batang,-6.9083,109.7278,Pusat,
Bubu Petshop Makassar Sulsel,Macassar,6285351155007,Tidak,Macassar,https://www.google.com/maps/search/?api=1&query=Bubu%20Petshop%20Makassar%20Sulsel%20Macassar,-5.1478,119.4328,Pusat,
Bugisan Petshop Jogja DIY,Yogyakarta,6287739290449,Tidak,Yogyakarta,https://www.google.com/maps/search/?api=1&query=Bugisan%20Petshop%20Jogja%20DIY%20Yogyakarta,,,Pusat,
Bumblebee Petshop Cilandak Jakarta Selatan,Jakarta Selatan,6281213949603,Tidak,Jakarta Selatan,https://www.google.com/maps/search/?api=1&query=Bumblebee%20Petshop%20Cilandak%20Jakarta%20Selatan%20Jakarta%20Selatan,-6.261493,106.8106,Pusat,
C&DY Petshop Bandung,Bandung,6285294652217,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=C%26DY%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Caesar Jaco Petshop Jakarta,Jakarta,6281288345145,Tidak,Jakarta,https://www.google.com/maps/search/?api=1&query=Caesar%20Jaco%20Petshop%20Jakarta%20Jakarta,-6.2088,106.8456,Pusat,
Cahaya Petshop Sidoarjo,Sidoarjo,6281350500155,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Cahaya%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Cahya Petshop Banjarbaru Banjarmasin,Banjarmasin,6285228542755,Tidak,Banjarmasin,https://www.google.com/maps/search/?api=1&query=Cahya%20Petshop%20Banjarbaru%20Banjarmasin%20Banjarmasin,-3.3167,114.59,Pusat,
Cakra Petshop Jogja DIY,Yogyakarta,628182662276,Tidak,Yogyakarta,https://www.google.com/maps/search/?api=1&query=Cakra%20Petshop%20Jogja%20DIY%20Yogyakarta,,,Pusat,
Calico Petshop Jogja DIY,Yogyakarta,622744462691,Tidak,Yogyakarta,https://www.google.com/maps/search/?api=1&query=Calico%20Petshop%20Jogja%20DIY%20Yogyakarta,,,Pusat,
Cantika Petshop Cepogo Boyolali,Boyolali,6283862810417,Tidak,Boyolali,https://www.google.com/maps/search/?api=1&query=Cantika%20Petshop%20Cepogo%20Boyolali%20Boyolali,-7.5333,110.6,Pusat,
Cany Petshop Bandung,Bandung,6287880838348,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Cany%20Petshop%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Carisa Petshop Tangerang,Tangerang,6281250002559,Tidak,Tangerang,https://www.google.com/maps/search/?api=1&query=Carisa%20Petshop%20Tangerang%20Tangerang,-6.1783,106.6319,Pusat,
Carla Petshop And Hobbies Bandung,Bandung,6282280020010,Tidak,Bandung,https://www.google.com/maps/search/?api=1&query=Carla%20Petshop%20And%20Hobbies%20Bandung%20Bandung,-6.9175,107.6191,Pusat,
Carol Petshop Kemayoran Jakarta Pusat,Jakarta Pusat,6281190092999,Tidak,Jakarta Pusat,https://www.google.com/maps/search/?api=1&query=Carol%20Petshop%20Kemayoran%20Jakarta%20Pusat%20Jakarta%20Pusat,-6.186481,106.834091,Pusat,
Cat Dog Vet Care Petshop Kediri Jatim,Kediri,62354694953,Tidak,Kediri,https://www.google.com/maps/search/?api=1&query=Cat%20Dog%20Vet%20Care%20Petshop%20Kediri%20Jatim%20Kediri,-7.8167,112.0167,Pusat,
Cat Petshop Solo,Surakarta,6282132402898,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Cat%20Petshop%20Solo%20Surakarta,-7.5667,110.8167,Pusat,
Catday Petshop Purworejo,Purworejo,6282311991313,Tidak,Purworejo,https://www.google.com/maps/search/?api=1&query=Catday%20Petshop%20Purworejo%20Purworejo,-7.7122,110.0094,Pusat,
Catopia Petshop Cianjur,Cianjur,6287850241508,Tidak,Cianjur,https://www.google.com/maps/search/?api=1&query=Catopia%20Petshop%20Cianjur%20Cianjur,-6.8203,107.1422,Pusat,
Catty Petshop Cikoko Jakarta Selatan,Jakarta Selatan,6283830503283,Tidak,Jakarta Selatan,https://www.google.com/maps/search/?api=1&query=Catty%20Petshop%20Cikoko%20Jakarta%20Selatan%20Jakarta%20Selatan,-6.261493,106.8106,Pusat,
Catty Petshop Sidoarjo,Sidoarjo,6289668484928,Tidak,Sidoarjo,https://www.google.com/maps/search/?api=1&query=Catty%20Petshop%20Sidoarjo%20Sidoarjo,-7.4478,112.7183,Pusat,
Cemara Petshop Sumbawa Ntb,Sumbawa,6285238557353,Tidak,Sumbawa,https://www.google.com/maps/search/?api=1&query=Cemara%20Petshop%20Sumbawa%20Ntb%20Sumbawa,-8.5,117.4167,Pusat,
Central Pet Care Banda Aceh,Banda Aceh,6285277074002,Tidak,Banda Aceh,https://www.google.com/maps/search/?api=1&query=Central%20Pet%20Care%20Banda%20Aceh%20Banda%20Aceh,5.55,95.3167,Pusat,
Central Petshop,Central,6281231832796,Tidak,Central,https://www.google.com/maps/search/?api=1&query=Central%20Petshop%20Central,,,Pusat,
Chacha Solo Petshop M3 Jateng,Surakarta,6285290530361,Tidak,Surakarta,https://www.google.com/maps/search/?api=1&query=Chacha%20Solo%20Petshop%20M3%20Jateng%20Surakarta,-7.5667,110.8167,Pusat,
